,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,Unnamed: 0,VOLUME,WORT STRENGTH
3715,,,40.0%,,,Whisky,Light & grainy notes,metal screw cap,Scotland,0.2 €,220.0 Kcal / 100ml,,metal screw cap,,Glen Scanlan plastic bottle,plastic bottle,32.54 EUR,Slaur International,113537,,,general selection,,Vinetum,"medium-bodied,amber-yellow,hint of smoke,sweet grain notes,hint of honey",0,0.7,
3716,7.2 g/l,Dessert wine,13.0%,,,Dessert wine & other fortified wines,Dessert wines,natural cork,Greece,,160.0 Kcal / 100ml,,"sweet desserts,chocolate desserts,meditation beverage,berries and fruits",,Argyros Vinsa'nto 4 years barrel aged 2010,bottle,78.0 EUR,Estate Argyros,578526,,PDO Santorini,limited quantity product,220.0 g/l,Handpicked Wines Finland,"sweet,acidic,lemon cake notes,date notes,honey notes,white chocolate notes,roasted almond notes,elegant,long",0,0.5,
3717,4.3 g/l,,13.0%,,,Red wine,Berried & fresh,natural cork,France,,80.0 Kcal / 100ml,Syrah,"mutton, lamb,chicken, turkey,salads, vegetarian food,mild cheeses,organic",,La Marouette Organic Syrah 2017,bottle,17.07 EUR,Terroirs Vivants,933205,Languedoc-Roussillon,IGP Pays d'Oc,sale-to-order selection,7.0 g/l,LBI Finland,"medium-bodied,medium tannic,currant notes,berry notes,cranberry notes",0,0.75,
3718,,,40.0%,,,Vodka & spirit,Flavoured vodka,plastic closure,Sweden,0.1 €,230.0 Kcal / 100ml,,,,Absolut Pears,bottle,37.26 EUR,Absolut Company,922377,,,sale-to-order selection,10.0 g/l,Pernod Ricard Finland Oy,"colourless,dry,pear notes",0,0.7,
3719,6.1 g/l,,12.5%,,,Sparkling wine & champagne,Generous & toasty,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,"Chardonnay,Pinot Noir","aperitif,fatty fish,clams, mussels, scallops and oysters,chicken, turkey",,Bellavista Alma Gran Cuvée Franciacorta Brut,bottle,41.19 EUR,Bellavista,534197,,DOCG Franciacorta,general selection,7.0 g/l,Norex Selected Brands,"brut,acidic,ripe citrus notes,apricot notes,yellow plum notes,mineral notes,minerally,hint of almond",0,0.75,
3720,7.1 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,Pinot Meunier,"aperitif,pasta and pizza,clams, mussels, scallops and oysters,blini",,Jean Michel Meunier Champagne Brut 2012,bottle,71.93 EUR,Jean Michel,924277,Champagne,AC Champagne,sale-to-order selection,11.0 g/l,Monditaly Wines and Spirits,"brut,acidic,peach notes,bread notes,long",0,0.75,
3721,,,40.0%,,,Cognacs,Cognac vsop,natural cork,France,0.1 €,230.0 Kcal / 100ml,,,,Apteekkarin Cognac VSOP,bottle,64.8 EUR,Peyrat-Associés,000975,,AC Cognac,general selection,9.0 g/l,Nordalco,"amber-brown,medium full bodied,youngish,warm,fruity,light oak notes",0,0.5,
3722,,,40.0%,,,Cognacs,Cognac vsop,natural cork,France,0.1 €,230.0 Kcal / 100ml,,,,Apteekkarin Cognac VSOP,bottle,64.8 EUR,Peyrat-Associés,000975,,AC Cognac,general selection,9.0 g/l,Nordalco,"amber-brown,medium full bodied,youngish,warm,fruity,light oak notes",0,0.5,
3723,4.9 g/l,,13.0%,,,Red wine,Luscious & jammy,,Portugal,,80.0 Kcal / 100ml,"Syrah,Trincadeira","party wine,savoury snacks,pork,grilled food",,Smart Dog Syrah Trincadeira 2017 bag-in-box,bag-in-box,11.33 EUR,J Portugal Ramos Vinhos,924758,,Vinho Regional Alentejano,general selection,7.0 g/l,Interbrands Wines & Spirits,"medium-bodied,medium tannic,cherry jam notes,currant notes,raspberry notes,light blueberry notes,hint of vanilla",0,3.0,
3724,6.3 g/l,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,"Chardonnay,Pinot Noir,Pinot Gris","mild cheeses,meditation beverage,clams, mussels, scallops and oysters,aperitif,organic",,Fernand Engel Trilogie Crémant d'Alsace Dosage Zero 2010,bottle,53.2 EUR,Fernand Engel,956727,,AC Cremant d'Alsace,sale-to-order selection,1.0 g/l,Red Bev,"dry,medium acidic,brioche notes,creamy,fruity",0,0.75,
3725,,,7.5%,"strong lager
(strong lager)",15.0 EBU,Beer,Strong lager,can,Finland,0.15 €,60.0 Kcal / 100ml,,"party wine,casseroles,mild sausages,pork",,Sandels Vahva Lager can,can,7.36 EUR,Olvi,766414,,,general selection,,Olvi,"amber-yellow,full-bodied,medium hopped,malty,dried apricot notes,light honey notes,warm",0,0.33,16.3 °P
3726,,,5.2%,"lager
(lager)",13.0 EBU,Beer,Lager,can,Finland,0.15 €,40.0 Kcal / 100ml,,"casseroles,mild sausages,oriental food,grilled food",,Aura can,can,5.52 EUR,Hartwall,712644,,,general selection,,Hartwall,"amber-yellow,full-bodied,medium hopped,malty,light bread notes,fruity,herbal notes,soft,smooth",0,0.33,11.7 °P
3727,6.6 g/l,,13.0%,,,White wine,Nuanced & structured,metal screw cap,France,0.1 €,70.0 Kcal / 100ml,,"seafood,lean fish,clams, mussels, scallops and oysters,sushi,metal screw cap,organic",,Château Bourdicotte 2017,bottle,18.97 EUR,Château Bourdicotte,522567,Bordeaux,AC Bordeaux,general selection,,Concealed Wines,"dry,acidic,citrus notes,green apple notes,light passion fruit notes,hint of currant",0,0.75,
3728,,Mild alcoholic beverage,21.0%,,,Liqueur & bitter,Berry liqueurs,other closure,Finland,,250.0 Kcal / 100ml,,,,Gustav Arctic Cassis,bottle,33.2 EUR,Lignell & Piispanen,948683,,,sale-to-order selection,320.0 g/l,Lignell&Piispanen,"ruby-red,full-bodied,blackcurrant notes,aromatic",0,0.5,
3729,,,0.5%,,,Non-alcoholic,Cider,crown cap,Spain,,30.0 Kcal / 100ml,,,,El Gaitero Sin Low Alcohol Cider,bottle,9.85 EUR,El Gaitero,935144,,,sale-to-order selection,75.0 g/l,Ultimator,"yellow,sweet,fruity,cinnamon-apple notes,apple notes",0,0.33,
3730,5.8 g/l,,13.5%,,,Red wine,Luscious & jammy,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,"Corvina,Rondinella,Corvinone,Negrara","pork,party wine,casseroles,chicken, turkey",,Cecilia Beretta Ripasso 2016,bottle,21.85 EUR,Cecilia Beretta,434797,The Veneto,DOC Valpolicella Ripasso Superiore,general selection,8.0 g/l,Wennerco,"medium-bodied,medium tannic,red berry notes,cherry notes,raspberry notes,light mocha notes,hint of mint",0,0.75,
3731,5.1 g/l,,12.0%,,,White wine,Crisp & fruity,other closure,Spain,,70.0 Kcal / 100ml,"Chardonnay,Verdejo","party wine,salads, vegetarian food,savoury snacks,mild sausages,organic",,Cerro Blanco Organic Verdejo Chardonnay carton package,carton package,9.32 EUR,Sundance Wines,903207,Others,,general selection,10.0 g/l,Domaine Wines,"medium dry,medium acidic,yellow apple notes,light banana notes,slightly flowery",0,0.75,
3732,7.2 g/l,,12.0%,,,White wine,Crisp & fruity,,Germany,,70.0 Kcal / 100ml,Riesling,"fatty fish,chicken, turkey,pasta and pizza,tapas and antipasti",,Devil's Rock Riesling bag-in-box,bag-in-box,11.0 EUR,St. Ursula,576948,The Palatinate,Qualitätswein Pfalz,general selection,10.0 g/l,Social Wines,"medium dry,acidic,honey melon notes,apricot notes,clementine notes",0,3.0,
3733,5.1 g/l,,11.5%,,,Sparkling wine & champagne,Smooth & light,natural cork,France,0.1 €,80.0 Kcal / 100ml,,"party wine,sweet desserts,oriental food,salads, vegetarian food",,J.P. Chenet Rosé Demi-Sec,bottle,11.52 EUR,J.P. Chenet,521767,,,general selection,35.0 g/l,Hartwall,"medium sweet,medium acidic,strawberry notes,raspberry notes,light citrus notes,hint of herb,rosé",0,0.75,
3734,,Gluten-free,9.0%,"ale
(abbey ale)",26.0 EBU,Beer,Ale,crown cap,Belgium,0.1 €,80.0 Kcal / 100ml,,"casseroles,pork,party wine,mild cheeses",,Caulier Gluten Free Triple,bottle,13.64 EUR,Caulier,730034,,,general selection,,Red Bev,"amber-yellow,full-bodied,cloudy,medium hopped,honey and malt notes,fruit pie notes,ripe citrus notes,hint of pine",0,0.33,20.2 °P
3735,,,40.0%,,,Liqueur & bitter,Spice liqueurs,metal screw cap,Finland,0.1 €,330.0 Kcal / 100ml,,metal screw cap,,Minttu Peppermint 40 %,bottle,36.38 EUR,Pernod Ricard Finland,003002,,,general selection,260.0 g/l,Pernod Ricard,"colourless,full-bodied,warm,peppermint notes,spicy",0,0.5,
3736,,,6.2%,"ale
(ipa)",66.0 EBU,Beer,Ale,crown cap,Finland,0.1 €,50.0 Kcal / 100ml,,"chicken, turkey,blini,tapas and antipasti,spicy and meaty sausages",,Malmgård Emmer IPA,bottle,11.79 EUR,Malmgård Brewery,701814,,,general selection,,Mbh Breweries,"golden brown,amber,medium-bodied,cloudy,with a rich head,strongly hopped,malt biscuit notes,citrus notes,herbal notes,balanced",0,0.33,14.0 °P
3737,5.4 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,South Africa,0.1 €,80.0 Kcal / 100ml,,"mutton, lamb,spicy and meaty sausages,beef,grilled food",,Kanonkop Kadette Cape Blend 2015,bottle,22.84 EUR,Kanonkop,935587,Others,,sale-to-order selection,3.0 g/l,Tampereen Viinitukku Oy,"full-bodied,medium tannic,berry notes,spicy",0,0.75,
3738,,,40.0%,,,Whisky,Fruity & aromatic,plastic closure,Scotland,,220.0 Kcal / 100ml,,,,Chivas Regal XV,bottle,105.56 EUR,Chivas Brothers Ltd,945523,,,sale-to-order selection,,Pernod Ricard Finland,medium-bodied,0,0.7,
3739,4.5 g/l,,14.5%,,,Red wine,Luscious & jammy,,Chile,,80.0 Kcal / 100ml,Syrah,"grilled food,pork,mild cheeses,spicy and meaty sausages,For life",,Mayu Reserva Syrah Appassimento bag-in-box,bag-in-box,12.0 EUR,Vina Mayu LTD,947268,Others,Valle de Elqui,general selection,7.0 g/l,Vinum Import,"full-bodied,medium tannic,cherry jam notes,arctic bramble notes,milky cocoa notes,oak notes",0,3.0,
3740,4.5 g/l,,14.5%,,,Red wine,Luscious & jammy,,Chile,,80.0 Kcal / 100ml,Syrah,"grilled food,pork,mild cheeses,spicy and meaty sausages,For life",,Mayu Reserva Syrah Appassimento bag-in-box,bag-in-box,12.0 EUR,Vina Mayu LTD,947268,Others,Valle de Elqui,general selection,7.0 g/l,Vinum Import,"full-bodied,medium tannic,cherry jam notes,arctic bramble notes,milky cocoa notes,oak notes",0,3.0,
3741,,,6.0%,"ale
(ipa)",70.0 EBU,Beer,Ale,crown cap,Holland,,60.0 Kcal / 100ml,,"grilled food,savoury snacks,game birds,spicy and meaty sausages",,Jopen Hop Zij Met Ons,bottle,15.64 EUR,Jopen,903024,,,sale-to-order selection,,Viinitie,"golden brown,amber,medium-bodied,cloudy,with a rich head,strongly hopped,nutty,citrus notes,fruity",0,0.33,15.0 °P
3742,,,26.0%,,,Liqueur & bitter,Arrack punch,metal screw cap,Finland,0.1 €,250.0 Kcal / 100ml,,metal screw cap,,Carlshamns Flaggpunsch Original,bottle,33.16 EUR,Pernod Ricard,130446,,,general selection,270.0 g/l,Pernod Ricard,"golden-yellow,full-bodied,soft,smooth,arrack notes,honey notes,spicy,rich,full-bodied",0,0.5,
3743,,,26.0%,,,Liqueur & bitter,Arrack punch,metal screw cap,Finland,0.1 €,250.0 Kcal / 100ml,,metal screw cap,,Carlshamns Flaggpunsch Original,bottle,33.16 EUR,Pernod Ricard,130446,,,general selection,270.0 g/l,Pernod Ricard,"golden-yellow,full-bodied,soft,smooth,arrack notes,honey notes,spicy,rich,full-bodied",0,0.5,
3744,11.8 g/l,,10.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,England,,60.0 Kcal / 100ml,"Chardonnay,Pinot Noir","berries and fruits,savoury snacks,party wine",,Ambriel Rosé Extra Dry,bottle,46.6 EUR,Redfold Wineyards,928335,,,sale-to-order selection,15.0 g/l,Edge Wine Finland,"dry,acidic,elegant,wild strawberry notes,raspberry notes",0,0.75,
3745,,,36.0%,,,"Brandy, Armagnac & Calvados",Brandy,natural cork,South Africa,0.1 €,200.0 Kcal / 100ml,,,,KWV Cape Brandy VS,bottle,32.64 EUR,KWV,001177,,,general selection,4.0 g/l,Arvid Nordquist Hab (Suomi),"light brown,medium full bodied,youngish,warm,ripe pear notes,spicy,light vanilla notes",0,0.7,
3746,7.3 g/l,,13.0%,,,White wine,Crisp & fruity,natural cork,France,,80.0 Kcal / 100ml,Riesling,"savoury snacks,pasta and pizza,pork,chicken, turkey,organic",,Altenberg de Wolxheim Riesling Grand Cru 2016,bottle,34.75 EUR,Domaine Joseph Scharsch,947407,Alsace,AC Alsace Grand Cru,sale-to-order selection,7.0 g/l,Carelia Wines,"dry,acidic,fruity,citrus notes,aromatic",0,0.75,
3747,5.1 g/l,,13.5%,,,Red wine,Luscious & jammy,metal screw cap,Portugal,0.1 €,80.0 Kcal / 100ml,"Touriga Nacional,Tinta Roriz,Touriga Franca,Tinta Barroca","party wine,buffet,pork,spicy and meaty sausages,metal screw cap,lighter glass bottle",,Casal Garcia Red 2017,bottle,13.17 EUR,Aveleda,495827,,DOC Douro,general selection,2.0 g/l,Wennerco,"full-bodied,medium tannic,cherry notes,blackberry notes,ripe blueberry notes,spicy,light vanilla notes",0,0.75,
3748,,,43.1%,,,Gin and other spirits,Gin,metal screw cap,England,0.1 €,240.0 Kcal / 100ml,,metal screw cap,,Tanqueray London Dry Gin,bottle,47.7 EUR,Tanqueray,157707,,,general selection,,Hartwall,"colourless,dry,sharp,juniper berry notes,light citrus notes,coriander notes,spicy,long",0,0.7,
3749,,,40.0%,,,Cognacs,Cognac vs,metal screw cap,France,0.2 €,230.0 Kcal / 100ml,,metal screw cap,,Dupuy VS plastic bottle,plastic bottle,45.58 EUR,Dupuy,154086,,AC Cognac,general selection,15.0 g/l,Nordalco,"copper-brown,medium full bodied,youngish,warm,fruity,hint of herb",0,0.5,
3750,5.5 g/l,,12.0%,,,White wine,Crisp & fruity,natural cork,France,,70.0 Kcal / 100ml,"Sauvignon Blanc,Sémillon","party wine,salads, vegetarian food,chicken, turkey,fatty fish",,Château Argadens Sauvignon Sémillon 2017,bottle,22.0 EUR,Maison Sichel,939707,Bordeaux,AOC Bordeaux White,sale-to-order selection,1.0 g/l,Bornicon&Salming,"dry,acidic,vanilla notes,oak notes,tropical fruit notes",0,0.75,
3751,7.3 g/l,,13.5%,,,White wine,Crisp & fruity,metal screw cap,Greece,0.1 €,80.0 Kcal / 100ml,Assyrtiko,"mild cheeses,seafood,lean fish,salads, vegetarian food,metal screw cap",,Vóila Vineyard Assyrtiko 2016,bottle,16.12 EUR,Lyrarakis,587157,,PGI Crete,general selection,5.0 g/l,Gavrielides,"dry,acidic,peach notes,yellow apple notes,citrus notes,hint of herb",0,0.75,
3752,,Mild alcoholic beverage,15.0%,,,Liqueur & bitter,Salmiac liqueurs,metal screw cap,Holland,0.1 €,170.0 Kcal / 100ml,,metal screw cap,,Ässä Shot plastic bottle,plastic bottle,19.77 EUR,Eiran Juomat,249574,,,general selection,210.0 g/l,Red Bev,"black,full-bodied,salmiak liquorice aroma,fruity,caramel notes",0,0.35,
3753,,,44.0%,,,Gin and other spirits,Gin,natural cork,England,0.1 €,240.0 Kcal / 100ml,,,,Hammer & Son Old English Gin,bottle,61.64 EUR,Hammer & Son,159777,,,general selection,2.0 g/l,Global Wine Agency,"colourless,dryish,warm,citrus notes,juniper berry notes,spicy,minerally,slightly flowery,balanced,long",0,0.7,
3754,,,6.6%,"speciality
(saison)",23.0 EBU,Beer,Speciality,crown cap,Finland,,50.0 Kcal / 100ml,,"party wine,strong cheeses,meditation beverage,beef",,Maistila Aprikoi Saison,bottle,14.7 EUR,Pohjoisen panimo Maistila,919704,,,sale-to-order selection,,Pohjoisen panimo Maistila,"orange-yellow,medium-bodied,cloudy,with a rich head,mildly hopped,orange-yellow,cloudy,with a rich head,medium full bodied,mildly hopped,apricot notes,fruity",0,0.33,14.3 °P
3755,,Contains sweeteners,5.5%,,,Mixed drinks,Grapefruity,can,Finland,0.15 €,30.0 Kcal / 100ml,,,,Original Long Drink Light can,can,7.27 EUR,Hartwall,745994,,,general selection,7.0 g/l,Hartwall,"grey,cloudy,sweetish,grapefruity,hint of juniper berry,spicy",0,0.33,
3756,,Brewed in England,8.0%,"stout & porter
(stout)",48.0 EBU,Beer,Stout & porter,can,Finland,,80.0 Kcal / 100ml,,"meditation beverage,chocolate desserts,oriental food,pork",,Humalove & Atom Virgo Mexican Spiced Double Stout can,can,19.45 EUR,Humalove Brewing,787224,,,general selection,,Craft & Cask,"black-brown,full-bodied,strongly hopped,toasted malt notes,vanilla notes,cardamom notes,spicy,chili notes",0,0.33,21.4 °P
3757,5.1 g/l,,15.0%,,,Red wine,Luscious & jammy,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,Garnacha,"grilled food,pork,spicy and meaty sausages,strong cheeses",,Anciano 35 Year Old Vines Garnacha  2015,bottle,17.17 EUR,GAW,954107,Aragon,DO Calatayud,sale-to-order selection,4.0 g/l,CISA Drinks,"full-bodied,medium tannic,dark cherry notes,blackberry notes,cedar notes",0,0.75,
3758,5.1 g/l,,15.0%,,,Red wine,Luscious & jammy,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,Garnacha,"grilled food,pork,spicy and meaty sausages,strong cheeses",,Anciano 35 Year Old Vines Garnacha  2015,bottle,17.17 EUR,GAW,954107,Aragon,DO Calatayud,sale-to-order selection,4.0 g/l,CISA Drinks,"full-bodied,medium tannic,dark cherry notes,blackberry notes,cedar notes",0,0.75,
3759,4.5 g/l,,13.5%,,,Red wine,Luscious & jammy,plastic closure,Chile,,80.0 Kcal / 100ml,Cabernet Sauvignon,"party wine,pork,grilled food,pasta and pizza,local eco certificate",,Liisa Cabernet Sauvignon carton package,carton package,8.88 EUR,Stella Wines Oy,440668,Others,Valle Central,general selection,,Stella Wines,"full-bodied,medium tannic,currant jam notes,cherry notes,spicy,mocha notes,light baked notes",0,1.0,
3760,6.1 g/l,,14.5%,,,Red wine,Luscious & jammy,,South Africa,,80.0 Kcal / 100ml,Pinotage,"grilled food,pork,savoury snacks,pasta and pizza",,Footmark Pinotage bag-in-box,bag-in-box,10.0 EUR,Norex Selected Brands,906508,Others,WO Western Cape,general selection,4.0 g/l,Norex Selected Brands,"medium-bodied,medium tannic,blackberry notes,wild strawberry notes,light baked notes",0,3.0,
3761,5.1 g/l,,14.5%,,,White wine,Crisp & fruity,metal screw cap,Australia,0.1 €,80.0 Kcal / 100ml,Viognier,"chicken, turkey,lean fish,pasta and pizza,mild cheeses,metal screw cap,organic,suitable for vegans",,Yalumba Organic Viognier 2017,bottle,18.52 EUR,Yalumba,953727,South Australia,South Australia,general selection,1.0 g/l,Uniq Drinks Finland,"dry,medium acidic,clementine notes,lime notes,pineapple notes,light flowery notes,hint of herb",0,0.75,
3762,,,5.2%,"ale
(pale ale)",46.0 EBU,Beer,Ale,crown cap,England,0.1 €,50.0 Kcal / 100ml,,"spicy and meaty sausages,pork,oriental food,pasta and pizza",,Thornbridge Crackendale Citra Pale Ale,bottle,11.33 EUR,Thornbridge,930934,,,sale-to-order selection,,Brew Seeker,"golden-yellow,medium-bodied,with a rich head,strongly hopped,bread notes,citrus notes,fruity",0,0.33,12.2 °P
3763,,,14.0%,,,Dessert wine & other fortified wines,Vermouth,metal screw cap,Spain,,130.0 Kcal / 100ml,,"aperitif,metal screw cap",,Vermucho,bottle,26.4 EUR,Vina Elena,913738,,,sale-to-order selection,110.0 g/l,Vita Vinum,"brownish-yellow,medium-sweet,herbal notes,spicy",0,1.0,
3764,5.5 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,"Monastrell,Syrah","beef,grilled food,mild cheeses,pork",,Crápula Gold 5 2017,bottle,16.79 EUR,Crapula Wines,942387,Murcia,DOP Jumilla,general selection,3.0 g/l,Interbrands Wines & Spirits,"full-bodied,tannic,dark cherry notes,blackberry notes,black pepper notes,hint of liquorice,light oak notes",0,0.75,
3765,7.7 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,0.1 €,70.0 Kcal / 100ml,,"aperitif,lean fish,clams, mussels, scallops and oysters,party wine",Sold in gift packaging. Sold in gift packaging,Gosset Grande Réserve Champagne Brut,bottle,69.17 EUR,Gosset,008429,Champagne,AC Champagne,general selection,7.0 g/l,Nordic Cellars,"brut,acidic,ripe citrus notes,yellow plum notes,apple notes,almond notes,hazelnut notes,mineral notes,minerally,waffle notes,light baked notes",0,0.75,
3766,6.8 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Germany,0.1 €,70.0 Kcal / 100ml,Riesling,"clams, mussels, scallops and oysters,sushi,seafood,lean fish,metal screw cap,organic",,Dreissigacker Riesling Alte Reben 2016,bottle,26.52 EUR,Dreissigacker,926917,Rheinhessen,Qualitätswein Rheinhessen,sale-to-order selection,3.0 g/l,Winestate,"dry,acidic,citrus notes,apricot notes,herbal notes",0,0.75,
3767,4.7 g/l,,14.5%,,,Red wine,Robust & powerful,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,Tinto Fino,"beef,mutton, lamb,strong cheeses,meditation beverage",,Aalto 2016,bottle,57.19 EUR,Bodegas Aalto,449247,Castile-Leon,DO Ribera del Duero,general selection,,Alpha Beverages,"extra full-bodied,tannic,blackberry notes,dark cherry notes,currant notes,hint of clove,oak notes,chocolaty,hint of liquorice,rich,full-bodied",0,0.75,
3768,6.2 g/l,,12.0%,,,Sparkling wine & champagne,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,Chardonnay,"aperitif,fatty fish,clams, mussels, scallops and oysters,tapas and antipasti",,Wolfberger Cuvée Secrète Crémant d'Alsace Zéro Dosage,bottle,47.81 EUR,Wolfberger,526417,,AC Crémant d'Alsace,limited quantity product,2.0 g/l,Norex Selected Brands,"brut,acidic,ripe citrus notes,white peach notes,creamy,mineral notes,minerally,light brioche notes,elegant",0,0.75,
3769,5.9 g/l,,13.5%,,,Red wine,Nuanced & developed,natural cork,Italy,,80.0 Kcal / 100ml,,"game,mutton, lamb,strong cheeses,mushrooms",,Torraccia del Piantavigna Ghemme 2005,bottle,45.27 EUR,Torraccia del Piantavigna,906417,Piedmont,,sale-to-order selection,,Winepartners Finland,"full-bodied,tannic,sour cherry,blackberry notes,oak notes",0,0.75,
3770,4.8 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,Italy,,80.0 Kcal / 100ml,Nebbiolo,"game birds,mutton, lamb",,Bruno Rocca Fralu Nebbiolo Magnum 2015,bottle,46.83 EUR,Rabaja di Bruno Rocca,909115,Piedmont,DOC Langhe,sale-to-order selection,1.0 g/l,Tampereen Viinitukku,"medium-bodied,medium tannic,dark cherry notes,raspberry notes,blackberry notes",0,1.5,
3771,7.0 g/l,Dessert wine,11.0%,,,Dessert wine & other fortified wines,Dessert wines,metal screw cap,Austria,,110.0 Kcal / 100ml,,"sweet desserts,berries and fruits,mild cheeses,metal screw cap",,Nittnaus Beerenauslese Exquisit 2017,bottle,46.83 EUR,Hans Nittnaus,940554,Burgenland,Qualitätswein Burgenland,sale-to-order selection,140.0 g/l,Tampereen Viinitukku,"sweet,acidic,apricot notes,peach notes,tropical fruit notes",0,0.375,
3772,6.0 g/l,,11.0%,,,White wine,Crisp & fruity,metal screw cap,Austria,0.1 €,70.0 Kcal / 100ml,"Grüner Veltliner,Welschriesling,Muskateller","salads, vegetarian food,fatty fish,chicken, turkey,pasta and pizza,metal screw cap,organic,biodynamic,suitable for vegans,lighter glass bottle,natural wine",,Meinklang Burgenlandwhite 2017,bottle,19.84 EUR,Meinklang,555277,Burgenland,Qualitätswein Burgenland,limited quantity product,7.0 g/l,Vindirekt Finland,"dry,acidic,yellow plum notes,green apple notes,light clementine notes,spicy,hint of green pepper",0,0.75,
3773,5.3 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,Argentina,,80.0 Kcal / 100ml,Malbec,"beef,pork,strong cheeses,mutton, lamb",,Zuccardi Q Malbec 2015,bottle,25.31 EUR,Zuccardi,948927,Mendoza,Valle de Uco,sale-to-order selection,2.0 g/l,Social Wines,"full-bodied,medium tannic,berry notes,spicy",0,0.75,
3774,5.5 g/l,,11.0%,,,Sparkling wine & champagne,Mellow & sweet,natural cork,South Africa,0.1 €,80.0 Kcal / 100ml,Muscat d'Aléxandrie,"sweet desserts,party wine,berries and fruits,savoury snacks",,Pearly Bay Celebration Sweet,bottle,12.52 EUR,KWV,548387,,,general selection,55.0 g/l,Arvid Nordquist Hab (Suomi),"sweet,slightly acidic,sweet citrus notes,ripe pear notes,spicy",0,0.75,
3775,5.0 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Italy,,80.0 Kcal / 100ml,Merlot,"beef,game,strong cheeses,party wine",,Corte Medicea Athos 2013,bottle,33.03 EUR,Corte Medicea,938467,Tuscany,IGT Toscana Rosso,sale-to-order selection,7.0 g/l,LBI Finland,"full-bodied,tannic,spicy,blueberry notes,chocolaty",0,0.75,
3776,5.2 g/l,,12.5%,,,Red wine,Berried & fresh,natural cork,France,0.1 €,70.0 Kcal / 100ml,,"mushrooms,soups,salads, vegetarian food,savoury snacks,suitable for vegans",,Château de Chénas Chiroubles Coeur de Granit 2016,bottle,22.01 EUR,Cave du Château de Chénas,471877,Burgundy,AC Chiroubles,general selection,,Hartwall,"light-bodied,medium tannic,wild berry notes,ripe cranberry notes,hint of violet,spicy,balanced",0,0.75,
3777,63.0 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Spain,,80.0 Kcal / 100ml,"Tempranillo,Graciano,Garnacha,Mazuelo","beef,strong cheeses",Sold in gift packaging,Contino Gran Reserva 2010,bottle,73.33 EUR,Viñedos Del Contino,904748,La Rioja,DOCa Rioja,sale-to-order selection,3.0 g/l,Social Wines,"full-bodied,tannic,spicy,vanilla notes,stable notes",0,1.5,
3778,5.0 g/l,,14.5%,,,Red wine,Nuanced & developed,natural cork,Italy,,80.0 Kcal / 100ml,,"mutton, lamb,mild cheeses,casseroles,beef",,Cotarella Montiano 2015,bottle,53.2 EUR,Famiglia Cotarella,497167,Others,IGP Lazio,limited quantity product,3.0 g/l,Arvid Nordquist Hab (Suomi),"full-bodied,tannic,blackberry notes,ripe cranberry notes,currant notes,hint of liquorice,leather notes,hint of clove,oak notes",0,0.75,
3779,,,50.0%,,,Gin and other spirits,Grappa,natural cork,Italy,,280.0 Kcal / 100ml,,,,Grappa Acquavite Riserva,bottle,71.79 EUR,Distilleria Bortolo Nardini S.p.A,915097,,,sale-to-order selection,,Tampereen Viinitukku,"yellowish,medium full bodied,warm,spicy,nuanced",0,0.7,
3780,6.7 g/l,,12.0%,,,Sparkling wine & champagne,Crisp & fruity,natural cork,France,0.1 €,70.0 Kcal / 100ml,Cabernet Franc,"grilled food,chicken, turkey,game birds,fatty fish",,Morin Crémant de Loire Rosé Brut,bottle,21.39 EUR,Domaine du Landreau - Raymond Morin,583487,,AC Crémant de Loire,general selection,5.0 g/l,Zandora,"brut,acidic,citrus notes,light lingonberry notes,hint of wild raspberry,spicy,toasted,roasted,baked,rosé",0,0.75,
